point_index,latitude,longitude,altitude_m,distance_from_prev_m,bearing_deg,slope_deg
452,-26.609884,27.781653,1462.0,191.45,21.22,-0.8978
453,-26.608947,27.782074,1462.0,112.28,21.89,0.0
454,-26.607918,27.782514,1462.0,122.5,20.92,0.0
455,-26.599938,27.785933,1466.0,950.22,20.96,0.2412
456,-26.598585,27.786518,1468.0,161.3,21.14,0.7104
457,-26.589782,27.790325,1467.0,1049.49,21.14,-0.0546
458,-26.586575,27.791884,1470.0,388.84,23.5,0.442
459,-26.58528,27.792623,1467.0,161.66,27.04,-1.0631
460,-26.583903,27.793398,1468.0,171.42,26.72,0.3342
461,-26.581364,27.795002,1469.0,324.27,29.47,0.1767
462,-26.580431,27.795618,1468.0,120.48,30.56,-0.4756
463,-26.57994,27.795933,1466.0,62.94,29.84,-1.8199
464,-26.578095,27.797117,1470.0,236.54,29.85,0.9688
465,-26.57585,27.798381,1475.0,279.49,26.73,1.0249
466,-26.574716,27.798945,1477.0,138.01,23.98,0.8303
467,-26.573463,27.799562,1481.0,152.24,23.77,1.5051
468,-26.57093,27.800663,1490.0,302.19,21.24,1.7059
469,-26.569673,27.801107,1490.0,146.58,17.53,0.0
470,-26.568669,27.801505,1490.0,118.45,19.52,0.0
471,-26.56708,27.802022,1492.0,184.02,16.23,0.6227
472,-26.565277,27.80254,1494.0,207.0,14.41,0.5536
473,-26.563441,27.802986,1494.0,208.92,12.26,0.0
474,-26.562283,27.803243,1491.0,131.28,11.23,-1.3091
475,-26.561076,27.803448,1487.0,135.75,8.64,-1.6878
476,-26.537956,27.807228,1492.0,2598.18,8.32,0.1103
477,-26.52864,27.808744,1507.0,1046.81,8.28,0.8209
478,-26.526937,27.809022,1511.0,191.37,8.31,1.1974
479,-26.525997,27.809179,1513.0,105.68,8.5,1.0842
480,-26.524921,27.80935,1516.0,120.85,8.09,1.422
481,-26.523764,27.809534,1518.0,129.95,8.1,0.8818
482,-26.52336,27.809604,1517.0,45.46,8.81,-1.2602
483,-26.520626,27.810052,1523.0,307.26,8.34,1.1187
484,-26.518349,27.810427,1528.0,255.93,8.38,1.1192
485,-26.517271,27.810605,1526.0,121.17,8.4,-0.9456
486,-26.515581,27.810882,1532.0,189.93,8.34,1.8094
487,-26.496816,27.813915,1532.0,2108.29,8.23,0.0
488,-26.49441,27.814296,1532.0,270.21,8.07,0.0
489,-26.492612,27.814591,1535.0,202.07,8.35,0.8506
490,-26.491086,27.814864,1537.0,171.84,9.1,0.6668
491,-26.489796,27.815165,1536.0,146.54,11.8,-0.391
492,-26.48869,27.815508,1537.0,127.63,15.51,0.4489
493,-26.486776,27.81623,1536.0,224.63,18.66,-0.2551
494,-26.485499,27.816863,1539.0,155.34,23.93,1.1064
495,-26.484618,27.817359,1539.0,109.7,26.74,0.0
496,-26.483231,27.818222,1539.0,176.53,29.11,0.0
497,-26.482652,27.81866,1538.0,77.75,34.1,-0.7369
498,-26.481953,27.819212,1539.0,95.18,35.25,0.6019
499,-26.480959,27.820022,1541.0,136.81,36.11,0.8376
500,-26.474462,27.825469,1559.0,903.24,36.89,1.1417
501,-26.453902,27.84259,1606.0,2851.51,36.71,0.9443
502,-26.451499,27.844815,1607.0,347.08,39.66,0.1651
503,-26.44934,27.846982,1610.0,322.76,41.94,0.5325
504,-26.448142,27.848308,1609.0,187.54,44.74,-0.3055
505,-26.445288,27.851633,1608.0,458.58,46.21,-0.1249
506,-26.443174,27.854231,1618.0,349.51,47.74,1.6389
507,-26.438897,27.859617,1620.0,716.76,48.43,0.1599
508,-26.433576,27.866153,1612.0,879.53,47.73,-0.5211
509,-26.433119,27.866635,1610.0,69.9,43.36,-1.639
510,-26.431465,27.868291,1611.0,247.01,41.88,0.232
511,-26.429886,27.869733,1605.0,226.81,39.28,-1.5153
512,-26.42629,27.872536,1591.0,487.63,34.92,-1.6445
513,-26.425913,27.872831,1589.0,51.19,35.02,-2.2375
514,-26.423625,27.874587,1584.0,308.71,34.5,-0.9279
515,-26.423517,27.87467,1583.0,14.58,34.54,-3.9241
516,-26.423059,27.875026,1583.0,62.05,34.84,0.0
517,-26.420365,27.877118,1593.0,364.87,34.82,1.5699
518,-26.417911,27.87897,1599.0,329.35,34.05,1.0437
519,-26.415894,27.88049,1604.0,270.58,34.02,1.0586
520,-26.414182,27.881814,1602.0,231.57,34.71,-0.4948
521,-26.413317,27.882481,1607.0,116.89,34.63,2.4493
522,-26.41252,27.883136,1605.0,110.04,36.35,-1.0412
523,-26.41151,27.883949,1607.0,138.45,35.79,0.8276
524,-26.410568,27.884635,1608.0,125.06,33.11,0.4582
525,-26.409737,27.885228,1608.0,109.66,32.58,0.0
526,-26.407353,27.887069,1605.0,322.32,34.67,-0.5333
527,-26.406942,27.887386,1604.0,55.55,34.64,-1.0314
528,-26.406426,27.887777,1604.0,69.34,34.16,0.0
529,-26.40576,27.888287,1604.0,89.8,34.45,0.0
530,-26.404895,27.88894,1604.0,116.11,34.06,0.0
531,-26.403773,27.889808,1606.0,151.78,34.72,0.7549
532,-26.403355,27.890103,1606.0,54.99,32.3,0.0
533,-26.403046,27.890316,1605.0,40.38,31.69,-1.4186
534,-26.402285,27.890814,1606.0,98.08,30.38,0.5841
535,-26.401495,27.891282,1606.0,99.44,27.95,0.0
536,-26.401294,27.891392,1606.0,24.89,26.11,0.0
537,-26.400905,27.891603,1604.0,48.09,25.91,-2.3815
538,-26.400648,27.891746,1604.0,31.93,26.49,0.0
539,-26.400235,27.891952,1604.0,50.3,24.07,0.0
540,-26.399798,27.892169,1605.0,53.18,23.98,1.0772
541,-26.399455,27.892332,1606.0,41.45,23.06,1.382
542,-26.399201,27.892439,1606.0,30.19,20.67,0.0
543,-26.398798,27.892618,1606.0,48.23,21.7,0.0
544,-26.398456,27.892764,1606.0,40.71,20.93,0.0
545,-26.398094,27.8929,1606.0,42.47,18.6,0.0
546,-26.39767,27.893056,1606.0,49.64,18.24,0.0
547,-26.39734,27.893177,1606.0,38.62,18.18,0.0
548,-26.396978,27.893296,1606.0,41.96,16.41,0.0
549,-26.396227,27.893528,1604.0,86.65,15.47,-1.3223
550,-26.395527,27.893724,1606.0,80.25,14.08,1.4277
551,-26.394853,27.893893,1608.0,76.81,12.66,1.4915
552,-26.394156,27.894027,1611.0,78.64,9.77,2.1846
553,-26.393496,27.894136,1614.0,74.19,8.42,2.3157
554,-26.393106,27.894205,1615.0,43.91,9.01,1.3047
555,-26.39253,27.894282,1614.0,64.51,6.83,-0.8882
556,-26.391808,27.894357,1617.0,80.63,5.32,2.1308
557,-26.391058,27.894417,1616.0,83.61,4.1,-0.6852
558,-26.390227,27.894441,1618.0,92.43,1.48,1.2395
559,-26.389229,27.894439,1622.0,110.97,359.9,2.0643
560,-26.388263,27.894408,1625.0,107.46,358.35,1.5992
561,-26.385368,27.894397,1629.0,321.91,359.8,0.7119
562,-26.384789,27.894408,1632.0,64.39,0.98,2.6675
563,-26.383949,27.894466,1633.0,93.58,3.54,0.6122
564,-26.383217,27.894527,1635.0,81.62,4.27,1.4037
565,-26.38265,27.894606,1638.0,63.54,7.11,2.7033
566,-26.38187,27.894704,1639.0,87.28,6.42,0.6564
567,-26.380652,27.894928,1643.0,137.26,9.36,1.6692
568,-26.38006,27.895048,1647.0,66.9,10.29,3.4215
569,-26.379443,27.895194,1649.0,70.13,11.97,1.6335
570,-26.379113,27.895272,1650.0,37.51,11.96,1.5272
571,-26.37786,27.895638,1654.0,144.02,14.66,1.5909
572,-26.377073,27.895894,1657.0,91.15,16.25,1.8851
573,-26.376177,27.896199,1660.0,104.16,16.96,1.6498
574,-26.375537,27.896449,1663.0,75.4,19.29,2.2786
575,-26.374912,27.896715,1666.0,74.38,20.87,2.3098
576,-26.374601,27.896854,1668.0,37.25,21.82,3.0733
577,-26.374214,27.897028,1669.0,46.39,21.94,1.2348
578,-26.37356,27.897335,1669.0,78.89,22.81,0.0
579,-26.373141,27.897551,1670.0,51.32,24.79,1.1163
580,-26.372463,27.897886,1673.0,82.45,23.88,2.0839
581,-26.371339,27.898533,1672.0,140.62,27.28,-0.4074
582,-26.370353,27.899147,1670.0,125.55,29.16,-0.9127
583,-26.36831,27.900612,1662.0,270.02,32.72,-1.6971
584,-26.367362,27.901395,1654.0,131.14,36.5,-3.491
585,-26.36716,27.901567,1653.0,28.25,37.34,-2.0272
586,-26.366988,27.901717,1653.0,24.27,38.0,0.0
587,-26.366831,27.90185,1653.0,21.92,37.2,0.0
588,-26.366673,27.901987,1653.0,22.25,37.84,0.0
589,-26.366465,27.902174,1652.0,29.7,38.85,-1.9285
590,-26.366244,27.902377,1650.0,31.83,39.45,-3.5958
591,-26.365382,27.9032,1644.0,126.14,40.55,-2.7234
592,-26.365257,27.903321,1644.0,18.4,40.94,0.0
593,-26.365114,27.903464,1642.0,21.35,41.86,-5.3517
594,-26.364981,27.903604,1641.0,20.33,43.32,-2.8162
595,-26.364795,27.903794,1639.0,28.04,42.47,-4.0802
596,-26.364676,27.903914,1637.0,17.83,42.1,-6.399
597,-26.36447,27.904136,1636.0,31.84,44.0,-1.7988
598,-26.364339,27.904274,1636.0,20.03,43.35,0.0
599,-26.364096,27.904541,1636.0,37.92,44.55,0.0
600,-26.363847,27.90483,1636.0,39.95,46.12,0.0
601,-26.363688,27.905011,1636.0,25.25,45.57,0.0
602,-26.363604,27.905111,1636.0,13.66,46.85,0.0
603,-26.363453,27.905288,1636.0,24.35,46.4,0.0
604,-26.363286,27.905483,1637.0,26.88,46.29,2.1309
605,-26.363151,27.905648,1636.0,22.26,47.6,-2.572
606,-26.362992,27.905843,1636.0,26.27,47.7,0.0
607,-26.362798,27.90609,1636.0,32.73,48.76,0.0
608,-26.362474,27.906503,1634.0,54.69,48.8,-2.0943
609,-26.362059,27.907053,1636.0,71.64,49.9,1.5992
610,-26.360091,27.90964,1636.0,338.11,49.67,0.0
611,-26.359672,27.910193,1637.0,72.16,49.78,0.794
612,-26.358636,27.911542,1635.0,177.02,49.4,-0.6473
613,-26.357522,27.912923,1633.0,185.14,48.01,-0.6189
614,-26.357176,27.913339,1632.0,56.55,47.13,-1.013
615,-26.356614,27.914028,1630.0,92.83,47.69,-1.2342
616,-26.356263,27.91444,1628.0,56.64,46.45,-2.0222
617,-26.355834,27.914937,1626.0,68.76,46.07,-1.6661
618,-26.355275,27.91558,1622.0,89.26,45.87,-2.5657
619,-26.354379,27.916583,1615.0,141.12,45.09,-2.8398
620,-26.353847,27.917157,1611.0,82.28,44.03,-2.7831
621,-26.353527,27.917512,1609.0,50.17,44.83,-2.2828
622,-26.353084,27.917991,1607.0,68.59,44.09,-1.6702
623,-26.352645,27.918455,1604.0,67.23,43.44,-2.5549
624,-26.35247,27.91864,1603.0,26.8,43.45,-2.1366
625,-26.351842,27.919275,1599.0,94.23,42.18,-2.4307
626,-26.3507,27.920429,1593.0,171.31,42.16,-2.0059
627,-26.350376,27.920752,1592.0,48.31,41.78,-1.1859
628,-26.349653,27.921452,1585.0,106.43,40.94,-3.7628
629,-26.348669,27.922388,1581.0,143.77,40.44,-1.5937
630,-26.347484,27.923472,1574.0,170.38,39.34,-2.3527
631,-26.346589,27.924285,1568.0,128.32,39.15,-2.677
632,-26.34481,27.925804,1565.0,249.08,37.42,-0.6901
633,-26.342794,27.927458,1562.0,278.24,36.32,-0.6177
634,-26.341911,27.928142,1559.0,119.52,34.77,-1.4378
635,-26.340551,27.929164,1557.0,182.32,33.96,-0.6285
636,-26.339694,27.929795,1556.0,114.17,33.42,-0.5018
637,-26.337899,27.931066,1551.0,236.39,32.4,-1.2117
638,-26.336047,27.932295,1547.0,239.6,30.74,-0.9564
639,-26.334632,27.933192,1548.0,180.96,29.6,0.3166
640,-26.334464,27.933299,1549.0,21.51,29.72,2.6618
641,-26.334101,27.933527,1548.0,46.32,29.38,-1.2368
642,-26.333645,27.933807,1546.0,57.88,28.82,-1.9792
643,-26.332826,27.934304,1543.0,103.67,28.54,-1.6576
644,-26.332035,27.934766,1540.0,99.28,27.63,-1.7309
645,-26.330806,27.935462,1540.0,153.25,26.91,0.0
646,-26.330017,27.935899,1538.0,97.95,26.4,-1.1698
647,-26.32913,27.936366,1536.0,109.06,25.26,-1.0506
648,-26.328423,27.936746,1535.0,87.26,25.72,-0.6566
649,-26.327912,27.937017,1534.0,62.91,25.42,-0.9106
650,-26.32654,27.9377,1535.0,167.06,24.05,0.343
651,-26.32559,27.938143,1538.0,114.49,22.68,1.501
652,-26.324567,27.938629,1539.0,123.64,23.06,0.4634
653,-26.323528,27.939099,1540.0,124.67,22.07,0.4596
654,-26.322946,27.939359,1539.0,69.71,21.82,-0.8219
655,-26.322196,27.939659,1537.0,88.59,19.72,-1.2932
656,-26.320686,27.940276,1538.0,178.81,20.12,0.3204
657,-26.319675,27.94068,1538.0,119.41,19.71,0.0
658,-26.31813,27.941257,1538.0,181.17,18.51,0.0
659,-26.317616,27.94144,1538.0,59.99,17.7,0.0
660,-26.314252,27.942531,1549.0,389.55,16.21,1.6175
661,-26.311003,27.943509,1553.0,374.19,15.1,0.6125
662,-26.310033,27.943763,1555.0,110.79,13.21,1.0342
663,-26.309014,27.944022,1559.0,116.21,12.84,1.9713
664,-26.307009,27.944471,1562.0,227.39,11.35,0.7559
665,-26.305201,27.944842,1570.0,204.41,10.42,2.2412
666,-26.304613,27.94495,1573.0,66.26,9.35,2.5922
667,-26.302663,27.945292,1579.0,219.49,8.94,1.5658
668,-26.300329,27.945625,1589.0,261.64,7.29,2.1888
669,-26.299149,27.94576,1596.0,131.9,5.86,3.0379
670,-26.298011,27.945845,1598.0,126.82,3.83,0.9035
671,-26.296577,27.945984,1603.0,160.05,4.97,1.7893
672,-26.294325,27.946134,1604.0,250.86,3.42,0.2284
673,-26.293383,27.946191,1607.0,104.9,3.11,1.6381
674,-26.293224,27.946203,1607.0,17.72,3.87,0.0
675,-26.291918,27.946266,1611.0,145.36,2.48,1.5763
676,-26.288427,27.946433,1614.0,388.54,2.46,0.4424
677,-26.285207,27.946583,1626.0,358.36,2.39,1.9179
678,-26.284785,27.946605,1629.0,46.98,2.68,3.6541
679,-26.282949,27.946695,1636.0,204.35,2.52,1.9619
680,-26.282433,27.946721,1641.0,57.44,2.59,4.9753
681,-26.281111,27.946781,1649.0,147.12,2.33,3.1125
682,-26.280572,27.9468,1652.0,59.96,1.81,2.8641
683,-26.28014,27.946805,1655.0,48.04,0.59,3.5735
684,-26.278944,27.946854,1658.0,133.08,2.1,1.2914
685,-26.278555,27.946871,1659.0,43.29,2.24,1.3234
686,-26.278299,27.946885,1659.0,28.5,2.81,0.0
687,-26.278135,27.94689,1659.0,18.24,1.57,0.0
688,-26.277424,27.946967,1660.0,79.43,5.55,0.7213
689,-26.276093,27.947033,1661.0,148.15,2.55,0.3867
690,-26.275372,27.947054,1659.0,80.2,1.5,-1.4285
691,-26.274513,27.94714,1658.0,95.9,5.13,-0.5974
692,-26.273605,27.947322,1657.0,102.58,10.19,-0.5585
693,-26.272863,27.947505,1657.0,84.5,12.47,0.0
694,-26.272183,27.947723,1657.0,78.67,16.04,0.0
695,-26.271851,27.947851,1658.0,39.06,19.07,1.4665
696,-26.271035,27.948194,1658.0,96.97,20.65,0.0
697,-26.270436,27.948489,1659.0,72.81,23.83,0.7869
698,-26.270266,27.948579,1659.0,20.93,25.4,0.0
699,-26.270196,27.948616,1659.0,8.61,25.36,0.0
700,-26.270023,27.9487,1659.0,20.98,23.53,0.0
701,-26.269744,27.948873,1659.0,35.5,29.08,0.0
702,-26.269338,27.949136,1660.0,52.21,30.15,1.0973
703,-26.269174,27.949246,1661.0,21.28,31.03,2.6904
704,-26.26871,27.949581,1666.0,61.46,32.92,4.6507
705,-26.268427,27.949785,1668.0,37.47,32.88,3.0553
706,-26.268132,27.950035,1671.0,41.2,37.23,4.1647
707,-26.267883,27.950243,1673.0,34.59,36.84,3.3088
708,-26.267776,27.950339,1673.0,15.27,38.82,0.0
709,-26.26738,27.950692,1675.0,56.37,38.64,2.0319
710,-26.267066,27.950992,1678.0,45.98,40.59,3.7332
711,-26.266727,27.951349,1680.0,51.85,43.36,2.2091
712,-26.266425,27.951694,1682.0,48.07,45.69,2.3823
713,-26.266198,27.951966,1685.0,37.05,47.06,4.6292
714,-26.26588,27.952367,1687.0,53.38,48.51,2.1458
715,-26.265482,27.952904,1691.0,69.47,50.43,3.2955
716,-26.265176,27.953365,1693.0,57.19,53.49,2.0028
717,-26.2648,27.953971,1696.0,73.48,55.32,2.3379
718,-26.264728,27.954095,1697.0,14.73,57.08,3.8837
719,-26.264367,27.954731,1698.0,75.06,57.67,0.7633
720,-26.264031,27.955342,1699.0,71.47,58.48,0.8016
721,-26.263759,27.955838,1701.0,57.97,58.55,1.9758
722,-26.263401,27.956501,1701.0,77.17,58.95,0.0
723,-26.263115,27.957037,1701.0,62.19,59.25,0.0
724,-26.262901,27.957387,1701.0,42.24,55.71,0.0
725,-26.26263,27.957835,1701.0,53.89,56.0,0.0
726,-26.262129,27.958569,1701.0,91.98,52.72,0.0
727,-26.2618,27.958993,1700.0,55.91,49.13,-1.0247
728,-26.261433,27.959451,1698.0,61.25,48.22,-1.8703
729,-26.261117,27.959801,1696.0,49.53,44.81,-2.3125
730,-26.260657,27.960283,1693.0,70.19,43.22,-2.4474
731,-26.260075,27.960825,1690.0,84.32,39.87,-2.0377
732,-26.259937,27.960945,1690.0,19.46,37.95,0.0
733,-26.259759,27.961093,1689.0,24.69,36.71,-2.3194
734,-26.259396,27.961389,1688.0,50.0,36.18,-1.1457
735,-26.258935,27.96173,1687.0,61.51,33.56,-0.9313
736,-26.258618,27.961963,1684.0,42.22,33.39,-4.0646
737,-26.2583,27.962163,1683.0,40.6,29.42,-1.4111
738,-26.258003,27.962342,1687.0,37.54,28.39,6.0821
739,-26.257281,27.962729,1696.0,89.08,25.67,5.7694
740,-26.256876,27.962926,1700.0,49.13,23.57,4.6543
741,-26.256639,27.963032,1703.0,28.39,21.86,6.0312
742,-26.256312,27.963169,1705.0,38.84,20.59,2.9475
743,-26.255964,27.9633,1706.0,40.84,18.65,1.4026
744,-26.255548,27.963448,1706.0,48.55,17.7,0.0
745,-26.255102,27.963586,1707.0,51.47,15.51,1.1131
746,-26.254788,27.963673,1708.0,35.98,13.95,1.5922
747,-26.254238,27.963803,1711.0,62.52,11.97,2.7474
748,-26.253749,27.963896,1712.0,55.16,9.68,1.0386
749,-26.2532,27.96398,1712.0,61.62,7.81,0.0
750,-26.252421,27.964068,1712.0,87.06,5.79,0.0
751,-26.2519,27.964104,1711.0,58.04,3.55,-0.987
752,-26.251496,27.96412,1711.0,44.95,2.03,0.0
753,-26.251011,27.964125,1711.0,53.93,0.53,0.0
754,-26.250714,27.964118,1711.0,33.03,358.79,0.0
755,-26.250335,27.964109,1712.0,42.15,358.78,1.359
756,-26.249599,27.964061,1710.0,81.98,356.65,-1.3975
757,-26.249037,27.963998,1707.0,62.81,354.26,-2.7347
758,-26.248514,27.963924,1706.0,58.62,352.77,-0.9773
759,-26.248019,27.963838,1705.0,55.71,351.14,-1.0284
760,-26.247535,27.963738,1705.0,54.73,349.5,0.0
761,-26.246813,27.963554,1702.0,82.35,347.12,-2.0863
762,-26.245998,27.963334,1702.0,93.24,346.39,0.0
763,-26.245747,27.963254,1702.0,29.03,344.05,0.0
764,-26.245049,27.963021,1701.0,81.02,343.33,-0.7072
765,-26.244452,27.962834,1700.0,68.95,344.31,-0.8309
766,-26.243705,27.962598,1700.0,86.33,344.18,0.0
767,-26.242615,27.962246,1697.0,126.18,343.85,-1.3619
768,-26.238498,27.961003,1689.0,474.28,344.85,-0.9664
769,-26.237482,27.960769,1687.0,115.36,348.33,-0.9932
770,-26.236751,27.960572,1687.0,83.62,346.41,0.0
771,-26.236025,27.960432,1688.0,81.93,350.19,0.6993
772,-26.235455,27.960361,1688.0,63.78,353.62,0.0
773,-26.234503,27.960279,1690.0,106.17,355.58,1.0792
774,-26.233428,27.960285,1692.0,119.54,0.29,0.9585
775,-26.232382,27.960406,1696.0,116.93,5.92,1.9592
776,-26.231145,27.960578,1701.0,138.61,7.11,2.0658
777,-26.229551,27.960923,1703.0,180.55,10.99,0.6346
778,-26.228263,27.961205,1702.0,145.96,11.11,-0.3926
779,-26.227898,27.961288,1700.0,41.42,11.53,-2.7643
780,-26.227352,27.961348,1698.0,61.01,5.63,-1.8777
781,-26.226797,27.961391,1697.0,61.86,3.98,-0.9261
782,-26.226029,27.961415,1697.0,85.43,1.61,0.0
783,-26.225194,27.961406,1698.0,92.85,359.45,0.617
784,-26.22449,27.961326,1695.0,78.69,354.18,-2.1834
785,-26.223831,27.961206,1692.0,74.25,350.72,-2.3138
786,-26.221769,27.960702,1682.0,234.73,347.63,-2.4394
787,-26.217551,27.959441,1669.0,485.6,344.99,-1.5335
788,-26.216017,27.958982,1664.0,176.61,344.97,-1.6216
789,-26.215277,27.958755,1661.0,85.34,344.61,-2.0132
790,-26.214565,27.958541,1660.0,82.0,344.91,-0.6987
791,-26.212676,27.957956,1658.0,218.0,344.47,-0.5256
792,-26.21221,27.957829,1659.0,53.34,346.26,1.074
793,-26.211846,27.957728,1660.0,41.71,346.02,1.3734
794,-26.211079,27.95752,1664.0,87.77,346.33,2.6092
795,-26.209736,27.957122,1678.0,154.52,345.11,5.1769
796,-26.20835,27.956701,1679.0,159.74,344.76,0.3587
797,-26.207907,27.956564,1682.0,51.12,344.49,3.3586
798,-26.20585,27.955927,1679.0,237.39,344.47,-0.724
799,-26.204731,27.955531,1676.0,130.55,342.38,-1.3164
800,-26.203617,27.955069,1670.0,132.17,339.59,-2.5992
801,-26.202272,27.95446,1668.0,161.43,337.89,-0.7098
802,-26.200952,27.953809,1664.0,160.51,336.13,-1.4276
803,-26.198181,27.952389,1654.0,339.13,335.31,-1.689
804,-26.195287,27.950901,1657.0,354.39,335.23,0.485
805,-26.194873,27.950689,1658.0,50.66,335.32,1.1308
806,-26.194182,27.950334,1658.0,84.61,335.25,0.0
807,-26.193125,27.949802,1660.0,128.96,335.69,0.8885
808,-26.192412,27.949426,1663.0,87.71,334.68,1.959
809,-26.190752,27.948572,1659.0,203.3,335.22,-1.1272
810,-26.19026,27.948347,1659.0,59.14,337.69,0.0
811,-26.189,27.947707,1658.0,153.97,335.5,-0.3721
812,-26.187865,27.947129,1659.0,138.76,335.44,0.4129
813,-26.185718,27.946028,1671.0,262.8,335.29,2.6144
814,-26.18511,27.945749,1671.0,73.11,337.62,0.0
815,-26.18456,27.945547,1676.0,64.39,341.76,4.44
816,-26.183963,27.945393,1681.0,68.14,346.97,4.1968
817,-26.183264,27.945265,1686.0,78.77,350.67,3.6321
818,-26.18281,27.945221,1685.0,50.67,355.03,-1.1305
819,-26.182205,27.94521,1686.0,67.28,359.07,0.8515
820,-26.181806,27.945213,1688.0,44.37,0.39,2.581
821,-26.181426,27.9452,1692.0,42.27,358.24,5.4053
822,-26.180366,27.945288,1699.0,118.19,4.26,3.3894
823,-26.179381,27.945347,1704.0,109.69,3.08,2.61
824,-26.178998,27.945326,1707.0,42.64,357.18,4.0246
825,-26.178629,27.945299,1710.0,41.12,356.24,4.1728
826,-26.177838,27.945185,1715.0,88.69,352.63,3.2268
827,-26.177165,27.945037,1718.0,76.28,348.84,2.2523
828,-26.176328,27.94479,1724.0,96.28,345.17,3.566
829,-26.174538,27.944151,1736.0,209.0,342.24,3.286
830,-26.173894,27.943916,1739.0,75.35,341.87,2.2799
831,-26.173083,27.943633,1740.0,94.5,342.61,0.6063
832,-26.171126,27.942933,1744.0,228.55,342.2,1.0027
833,-26.170083,27.942579,1741.0,121.24,343.06,-1.4175
834,-26.169797,27.942489,1739.0,33.05,344.23,-3.4634
835,-26.1695,27.942389,1738.0,34.5,343.19,-1.6603
836,-26.168735,27.942064,1736.0,91.04,339.13,-1.2585
837,-26.16828,27.941816,1735.0,56.32,333.93,-1.0172
838,-26.167835,27.941528,1732.0,57.22,329.85,-3.001
839,-26.167232,27.941075,1729.0,80.87,326.01,-2.1246
840,-26.166475,27.940361,1725.0,110.29,319.75,-2.0772
841,-26.166094,27.939938,1724.0,59.81,315.1,-0.9579
842,-26.165725,27.939463,1721.0,62.7,310.88,-2.7395
843,-26.163512,27.936127,1705.0,414.0,306.47,-2.2132
844,-26.161645,27.93335,1694.0,346.28,306.83,-1.8194
845,-26.159759,27.930547,1682.0,349.63,306.86,-1.9657
846,-26.158943,27.929406,1678.0,145.61,308.55,-1.5736
847,-26.158867,27.929314,1678.0,12.48,312.63,0.0
848,-26.158631,27.929029,1676.0,38.7,312.69,-2.9583
849,-26.158013,27.928445,1674.0,90.11,319.7,-1.2715
850,-26.157798,27.928283,1674.0,28.86,325.93,0.0
851,-26.157474,27.928065,1673.0,42.09,328.87,-1.3611
852,-26.157002,27.927796,1671.0,58.95,332.91,-1.9431
853,-26.156724,27.927659,1670.0,33.8,336.14,-1.6946
854,-26.155975,27.927316,1668.0,90.05,337.65,-1.2724
855,-26.155663,27.927205,1666.0,36.42,342.29,-3.1433
856,-26.155407,27.927133,1664.0,29.36,345.83,-3.8971
857,-26.155001,27.927041,1660.0,46.07,348.5,-4.9623
858,-26.154641,27.926999,1659.0,40.25,354.02,-1.4232
859,-26.153962,27.926948,1657.0,75.67,356.14,-1.514
860,-26.15336,27.926962,1657.0,66.95,1.2,0.0
861,-26.152916,27.92699,1655.0,49.45,3.24,-2.3161
862,-26.152578,27.927044,1654.0,37.97,8.16,-1.5087
863,-26.151928,27.927213,1651.0,74.22,13.14,-2.3147
864,-26.151402,27.927391,1650.0,61.13,16.9,-0.9372
865,-26.150825,27.927675,1651.0,70.14,23.84,0.8168
866,-26.148343,27.928898,1635.0,301.78,23.86,-3.0349
867,-26.147305,27.929416,1628.0,126.47,24.13,-3.168
868,-26.145756,27.930188,1623.0,188.69,24.1,-1.5179
869,-26.14469,27.93073,1612.0,130.3,24.53,-4.8256
870,-26.143185,27.931492,1606.0,183.82,24.44,-1.8695
871,-26.14168,27.932214,1604.0,182.21,23.3,-0.6289
872,-26.141218,27.932474,1603.0,57.56,26.8,-0.9954
873,-26.140232,27.932974,1605.0,120.46,24.48,0.9512
874,-26.138586,27.933866,1603.0,203.54,25.94,-0.563
875,-26.137576,27.934436,1600.0,125.9,26.87,-1.365
876,-26.137239,27.934645,1600.0,42.89,29.11,0.0
877,-26.135797,27.935614,1603.0,187.26,31.1,0.9178
878,-26.135223,27.935918,1602.0,70.67,25.43,-0.8107
879,-26.133784,27.936874,1601.0,186.31,30.81,-0.3075
880,-26.131542,27.938349,1598.0,289.54,30.57,-0.5936
881,-26.131414,27.938432,1598.0,16.47,30.21,0.0
882,-26.126122,27.941912,1589.0,683.35,30.56,-0.7546
883,-26.125438,27.9424,1588.0,90.32,32.64,-0.6343
884,-26.124749,27.942929,1587.0,93.05,34.58,-0.6157
885,-26.124016,27.943589,1583.0,104.81,38.95,-2.1856
886,-26.12332,27.9443,1581.0,105.01,42.53,-1.0911
887,-26.121689,27.9461,1568.0,255.31,44.74,-2.9148
888,-26.120566,27.947357,1563.0,177.04,45.14,-1.6178
889,-26.11924,27.948904,1550.0,213.53,46.33,-3.4839
890,-26.117506,27.950844,1535.0,273.3,45.13,-3.1415
891,-26.115336,27.953238,1534.0,339.64,44.73,-0.1687
892,-26.113447,27.955338,1538.0,296.79,44.95,0.7722
893,-26.113122,27.955661,1539.0,48.44,41.75,1.1828
894,-26.112807,27.955962,1541.0,46.15,40.63,2.4813
895,-26.11245,27.956282,1542.0,50.96,38.83,1.1242
896,-26.112101,27.956591,1543.0,49.58,38.49,1.1555
897,-26.111679,27.95692,1545.0,57.28,34.99,1.9997
898,-26.111597,27.956985,1545.0,11.19,35.44,0.0
899,-26.111311,27.957218,1545.0,39.4,36.19,0.0
