point_index,latitude,longitude,altitude_m,distance_from_prev_m,bearing_deg,slope_deg
900,-26.110846,27.957546,1544.0,61.2,32.35,-0.9361
901,-26.110342,27.957872,1546.0,64.81,30.15,1.7676
902,-26.109705,27.958279,1547.0,81.66,29.84,0.7016
903,-26.108705,27.958851,1545.0,125.0,27.19,-0.9166
904,-26.108019,27.959241,1541.0,85.64,27.04,-2.674
905,-26.106487,27.960113,1536.0,191.31,27.07,-1.4971
906,-26.104376,27.961346,1526.0,265.06,27.68,-2.1606
907,-26.103328,27.961947,1523.0,131.08,27.25,-1.3111
908,-26.102286,27.962548,1516.0,130.48,27.38,-3.0708
909,-26.101607,27.962944,1511.0,85.23,27.64,-3.3574
910,-26.101042,27.963272,1510.0,70.85,27.53,-0.8086
911,-26.098658,27.964685,1504.0,300.3,28.03,-1.1446
912,-26.09836,27.964853,1504.0,37.14,26.85,0.0
913,-26.097917,27.965105,1506.0,55.31,27.06,2.0707
914,-26.096848,27.965728,1509.0,134.16,27.63,1.281
915,-26.096385,27.965988,1509.0,57.66,26.76,0.0
916,-26.095826,27.966267,1508.0,68.12,24.14,-0.8411
917,-26.095161,27.966557,1508.0,79.41,21.39,0.0
918,-26.094598,27.966777,1506.0,66.35,19.34,-1.7267
919,-26.094099,27.966948,1504.0,58.05,17.11,-1.9731
920,-26.093847,27.967027,1504.0,29.11,15.72,0.0
921,-26.093558,27.967113,1503.0,33.26,14.96,-1.722
922,-26.092945,27.967278,1503.0,70.13,13.59,0.0
923,-26.091972,27.967522,1505.0,110.9,12.69,1.0332
924,-26.09056,27.967876,1500.0,160.94,12.69,-1.7795
925,-26.089183,27.96823,1494.0,157.14,13.0,-2.1866
926,-26.0878,27.968584,1501.0,157.79,12.95,2.5401
927,-26.086297,27.968971,1504.0,171.54,13.02,1.0019
928,-26.084779,27.969338,1502.0,172.73,12.25,-0.6634
929,-26.083218,27.969722,1499.0,177.76,12.46,-0.9669
930,-26.081493,27.970153,1494.0,196.58,12.65,-1.457
931,-26.080461,27.97041,1491.0,117.59,12.61,-1.4615
932,-26.079508,27.970652,1482.0,108.69,12.85,-4.7335
933,-26.078938,27.970809,1478.0,65.29,13.9,-3.5057
934,-26.078697,27.970865,1479.0,27.38,11.79,2.092
935,-26.077732,27.971088,1478.0,109.59,11.73,-0.5228
936,-26.076633,27.971372,1475.0,125.45,13.07,-1.3699
937,-26.076158,27.9715,1474.0,54.34,13.61,-1.0542
938,-26.075627,27.971678,1473.0,61.66,16.76,-0.9291
939,-26.074831,27.971959,1471.0,92.85,17.59,-1.2339
940,-26.073749,27.972327,1466.0,125.8,16.99,-2.276
941,-26.073128,27.972546,1466.0,72.43,17.58,0.0
942,-26.072927,27.972605,1466.0,23.11,14.77,0.0
943,-26.072744,27.972636,1467.0,20.58,8.65,2.7815
944,-26.072376,27.972669,1466.0,41.05,4.61,-1.3954
945,-26.072018,27.972713,1465.0,40.05,6.3,-1.4303
946,-26.071887,27.97275,1465.0,15.03,14.24,0.0
947,-26.071765,27.972809,1466.0,14.79,23.48,3.868
948,-26.071706,27.972851,1466.0,7.79,32.6,0.0
949,-26.071662,27.972896,1466.0,6.64,42.57,0.0
950,-26.071493,27.973094,1469.0,27.28,46.46,6.2755
951,-26.071436,27.973145,1470.0,8.13,38.79,7.011
952,-26.071387,27.973167,1470.0,5.87,21.96,0.0
953,-26.071288,27.973172,1471.0,11.02,2.6,5.1852
954,-26.070968,27.973102,1471.0,36.26,348.88,0.0
955,-26.070687,27.972998,1470.0,32.93,341.61,-1.7395
956,-26.070141,27.972698,1466.0,67.7,333.73,-3.3811
957,-26.070068,27.972651,1466.0,9.38,329.96,0.0
958,-26.069983,27.972569,1465.0,12.51,319.09,-4.5715
959,-26.069913,27.972506,1464.0,10.01,321.05,-5.7055
960,-26.069467,27.971987,1459.0,71.74,313.73,-3.9868
961,-26.069218,27.971544,1457.0,52.2,302.04,-2.1943
962,-26.069131,27.971335,1458.0,23.01,294.86,2.4887
963,-26.069053,27.971122,1458.0,22.97,292.18,0.0
964,-26.068974,27.970842,1459.0,29.31,287.44,1.9538
965,-26.068929,27.970555,1461.0,29.1,279.9,3.9317
966,-26.068846,27.969711,1466.0,84.8,276.25,3.3742
967,-26.068738,27.968527,1471.0,118.87,275.8,2.4086
968,-26.06873,27.968426,1472.0,10.13,275.04,5.6393
969,-26.068725,27.968316,1472.0,11.0,272.9,0.0
970,-26.068716,27.968219,1473.0,9.74,275.9,5.8619
971,-26.068642,27.967556,1475.0,66.73,277.08,1.7167
972,-26.068632,27.967468,1475.0,8.86,277.21,0.0
973,-26.068609,27.967265,1476.0,20.44,277.19,2.8013
974,-26.068608,27.967247,1476.0,1.8,273.54,0.0
975,-26.068554,27.96675,1477.0,50.0,276.9,1.1457
976,-26.068488,27.966221,1481.0,53.35,277.91,4.2882
977,-26.068412,27.965717,1484.0,51.05,279.53,3.3635
978,-26.068359,27.965437,1483.0,28.58,281.9,-2.0038
979,-26.068184,27.964791,1485.0,67.39,286.78,1.6998
980,-26.068083,27.964441,1489.0,36.72,287.81,6.2171
981,-26.067832,27.963548,1495.0,93.46,287.38,3.6732
982,-26.067751,27.963255,1496.0,30.62,287.11,1.8705
983,-26.067692,27.963099,1497.0,16.91,292.83,3.385
984,-26.067523,27.962755,1499.0,39.16,298.67,2.9235
985,-26.067237,27.962292,1501.0,56.13,304.51,2.0408
986,-26.06722,27.962267,1501.0,3.13,307.13,0.0
987,-26.06686,27.96176,1503.0,64.55,308.33,1.7746
988,-26.066632,27.961441,1506.0,40.72,308.51,4.2137
989,-26.066559,27.961339,1507.0,13.03,308.55,4.3898
990,-26.066089,27.960764,1512.0,77.65,312.3,3.6842
991,-26.065811,27.960386,1516.0,48.8,309.31,4.6862
992,-26.065491,27.959955,1520.0,55.85,309.57,4.0964
993,-26.065379,27.959803,1521.0,19.64,309.36,2.9152
994,-26.065324,27.959728,1521.0,9.67,309.23,0.0
995,-26.065162,27.959512,1522.0,28.11,309.86,2.0377
996,-26.065107,27.959434,1522.0,9.9,308.13,0.0
997,-26.06504,27.959337,1523.0,12.22,307.56,4.6775
998,-26.065028,27.959319,1523.0,2.24,306.58,0.0
999,-26.064755,27.958919,1525.0,50.18,307.23,2.2825
1000,-26.063899,27.957829,1531.0,144.62,311.16,2.3758
1001,-26.063313,27.957176,1536.0,92.2,314.97,3.1042
1002,-26.063022,27.956883,1538.0,43.63,317.87,2.6246
1003,-26.062629,27.956554,1540.0,54.68,323.06,2.0948
1004,-26.061769,27.955987,1542.0,111.14,329.36,1.0309
1005,-26.061261,27.955644,1540.0,66.07,328.76,-1.734
1006,-26.061043,27.955518,1540.0,27.31,332.56,0.0
1007,-26.061027,27.955503,1540.0,2.33,319.9,0.0
1008,-26.060985,27.955471,1539.0,5.66,325.61,-10.0207
1009,-26.060886,27.955414,1539.0,12.39,332.65,0.0
1010,-26.060815,27.955364,1539.0,9.34,327.68,0.0
1011,-26.060438,27.955118,1540.0,48.59,329.62,1.179
1012,-26.060178,27.954978,1541.0,32.12,334.19,1.7835
1013,-26.059873,27.95485,1540.0,36.24,339.34,-1.5804
1014,-26.059674,27.954785,1538.0,23.06,343.65,-4.9567
1015,-26.059455,27.954731,1536.0,24.94,347.51,-4.5845
1016,-26.059154,27.954694,1533.0,33.67,353.7,-5.0911
1017,-26.058893,27.954669,1532.0,29.13,355.08,-1.9662
1018,-26.058659,27.954671,1531.0,26.02,0.44,-2.2009
1019,-26.058445,27.954691,1530.0,23.88,4.8,-2.398
1020,-26.058197,27.954733,1529.0,27.89,8.65,-2.0532
1021,-26.057469,27.954868,1525.0,82.07,9.46,-2.7905
1022,-26.05687,27.954979,1522.0,67.52,9.45,-2.544
1023,-26.056381,27.955074,1520.0,55.2,9.9,-2.0752
1024,-26.056194,27.9551,1520.0,20.96,7.12,0.0
1025,-26.055571,27.955212,1519.0,70.17,9.17,-0.8164
1026,-26.055464,27.95524,1519.0,12.22,13.23,0.0
1027,-26.055048,27.955312,1517.0,46.81,8.84,-2.4464
1028,-26.0547,27.955381,1516.0,39.3,10.1,-1.4574
1029,-26.054291,27.955457,1516.0,46.11,9.48,0.0
1030,-26.054146,27.955484,1516.0,16.35,9.5,0.0
1031,-26.054001,27.955514,1515.0,16.4,10.53,-3.4894
1032,-26.053906,27.955533,1515.0,10.73,10.19,0.0
1033,-26.05159,27.955983,1507.0,261.42,9.9,-1.7528
1034,-26.049882,27.956306,1504.0,192.64,9.64,-0.8922
1035,-26.049394,27.956399,1504.0,55.05,9.72,0.0
1036,-26.04871,27.956534,1502.0,77.24,10.06,-1.4832
1037,-26.048537,27.956559,1501.0,19.4,7.4,-2.9511
1038,-26.048353,27.95659,1500.0,20.69,8.61,-2.7667
1039,-26.048003,27.95666,1498.0,39.54,10.19,-2.8955
1040,-26.047543,27.956747,1496.0,51.88,9.64,-2.2076
1041,-26.046928,27.956852,1495.0,69.18,8.72,-0.8281
1042,-26.046603,27.956853,1495.0,36.14,0.16,0.0
1043,-26.046293,27.956819,1495.0,34.64,354.37,0.0
1044,-26.046042,27.956761,1495.0,28.51,348.27,0.0
1045,-26.045832,27.956686,1495.0,24.52,342.21,0.0
1046,-26.045614,27.956577,1496.0,26.57,335.81,2.1551
1047,-26.04535,27.956446,1497.0,32.14,335.97,1.7821
1048,-26.04519,27.956347,1497.0,20.36,330.93,0.0
1049,-26.04505,27.956247,1498.0,18.5,327.31,3.0945
1050,-26.044842,27.956082,1498.0,28.4,324.52,0.0
1051,-26.044602,27.955893,1499.0,32.69,324.72,1.7521
1052,-26.043934,27.955366,1499.0,91.05,324.67,0.0
1053,-26.043858,27.955306,1499.0,10.36,324.65,0.0
1054,-26.04375,27.955225,1498.0,14.48,326.03,-3.9503
1055,-26.043691,27.955179,1498.0,8.01,324.99,0.0
1056,-26.043216,27.954802,1496.0,64.87,324.51,-1.7659
1057,-26.042859,27.954505,1494.0,49.56,323.22,-2.3109
1058,-26.042532,27.954257,1492.0,44.0,325.73,-2.6026
1059,-26.042216,27.95401,1489.0,42.94,324.92,-3.9968
1060,-26.04191,27.953761,1487.0,42.15,323.83,-2.7167
1061,-26.041536,27.953457,1484.0,51.5,323.86,-3.3341
1062,-26.041435,27.953352,1483.0,15.37,316.95,-3.723
1063,-26.041251,27.95316,1481.0,28.05,316.85,-4.079
1064,-26.040881,27.952675,1478.0,63.57,310.33,-2.7021
1065,-26.040533,27.952139,1475.0,66.07,305.85,-2.5999
1066,-26.039254,27.950074,1463.0,250.58,304.58,-2.7418
1067,-26.039237,27.95005,1463.0,3.05,308.25,0.0
1068,-26.039075,27.949824,1462.0,28.88,308.58,-1.9828
1069,-26.038953,27.949656,1461.0,21.58,308.95,-2.653
1070,-26.038888,27.949565,1460.0,11.61,308.48,-4.921
1071,-26.038836,27.949501,1460.0,8.62,312.12,0.0
1072,-26.038794,27.94945,1460.0,6.91,312.51,0.0
1073,-26.038725,27.949368,1459.0,11.22,313.12,-5.0912
1074,-26.03862,27.949258,1458.0,16.03,316.73,-3.5687
1075,-26.038442,27.94908,1457.0,26.61,318.06,-2.1523
1076,-26.03819,27.948858,1454.0,35.74,321.64,-4.7986
1077,-26.037793,27.948555,1450.0,53.53,325.56,-4.2737
1078,-26.037591,27.948412,1448.0,26.62,327.54,-4.2966
1079,-26.03693,27.948044,1443.0,82.18,333.42,-3.4816
1080,-26.036734,27.947962,1442.0,23.28,339.4,-2.4593
1081,-26.036609,27.947911,1442.0,14.8,339.87,0.0
1082,-26.036437,27.947852,1442.0,20.01,342.87,0.0
1083,-26.036141,27.947765,1442.0,34.04,345.21,0.0
1084,-26.035601,27.947636,1444.0,61.41,347.89,1.8653
1085,-26.035092,27.947514,1447.0,57.9,347.85,2.9663
1086,-26.034427,27.947355,1453.0,75.63,347.88,4.5359
1087,-26.033767,27.9472,1456.0,75.0,348.08,2.2905
1088,-26.03296,27.947002,1457.0,91.89,347.57,0.6235
1089,-26.032497,27.946903,1458.0,52.42,349.12,1.0928
1090,-26.032395,27.946881,1458.0,11.55,349.03,0.0
1091,-26.032258,27.946846,1459.0,15.63,347.07,3.6608
1092,-26.0316,27.946677,1461.0,75.09,347.0,1.5257
1093,-26.031075,27.946553,1460.0,59.68,348.02,-0.96
1094,-26.030682,27.946449,1459.0,44.92,346.62,-1.2754
1095,-26.030511,27.946405,1459.0,19.52,346.98,0.0
1096,-26.030204,27.946302,1459.0,35.65,343.22,0.0
1097,-26.029818,27.946125,1459.0,46.42,337.61,0.0
1098,-26.02947,27.945981,1460.0,41.28,339.6,1.3876
1099,-26.029087,27.945794,1460.0,46.51,336.31,0.0
1100,-26.028818,27.945667,1460.0,32.49,337.01,0.0
1101,-26.028415,27.945464,1461.0,49.19,335.65,1.1647
1102,-26.028335,27.945427,1461.0,9.63,337.43,0.0
1103,-26.028144,27.945333,1462.0,23.22,336.14,2.4657
1104,-26.027474,27.945019,1464.0,80.84,337.16,1.4173
1105,-26.027074,27.944827,1465.0,48.44,336.67,1.1827
1106,-26.026556,27.94455,1465.0,63.9,334.33,0.0
1107,-26.025642,27.944076,1464.0,112.13,335.01,-0.511
1108,-26.025111,27.943795,1463.0,65.38,334.57,-0.8763
1109,-26.024511,27.94349,1461.0,73.35,335.45,-1.5619
1110,-26.023864,27.943181,1460.0,78.29,336.77,-0.7318
1111,-26.022967,27.942757,1458.0,108.37,336.99,-1.0573
1112,-26.022571,27.942573,1458.0,47.72,337.34,0.0
1113,-26.022313,27.942453,1457.0,31.09,337.32,-1.8421
1114,-26.022044,27.942317,1457.0,32.85,335.57,0.0
1115,-26.021891,27.94225,1457.0,18.28,338.52,0.0
1116,-26.021317,27.941975,1455.0,69.49,336.71,-1.6486
1117,-26.020775,27.941717,1453.0,65.55,336.84,-1.7476
1118,-26.02062,27.941638,1453.0,18.96,335.39,0.0
1119,-26.02018,27.94143,1453.0,53.16,336.98,0.0
1120,-26.019468,27.941098,1451.0,85.84,337.26,-1.3347
1121,-26.018862,27.940805,1450.0,73.47,336.52,-0.7798
1122,-26.018211,27.940507,1449.0,78.27,337.64,-0.732
1123,-26.018079,27.940447,1449.0,15.86,337.78,0.0
1124,-26.017904,27.940364,1449.0,21.15,336.92,0.0
1125,-26.01769,27.940256,1450.0,26.13,335.6,2.1918
1126,-26.017359,27.940104,1449.0,39.82,337.58,-1.4387
1127,-26.017073,27.939961,1447.0,34.86,335.8,-3.2832
1128,-26.016928,27.9399,1446.0,17.24,339.29,-3.3203
1129,-26.016663,27.939773,1445.0,32.08,336.7,-1.7853
1130,-26.016548,27.939719,1444.0,13.88,337.12,-4.121
1131,-26.015985,27.939454,1441.0,67.97,337.07,-2.5271
1132,-26.014982,27.938968,1435.0,121.64,336.47,-2.8238
1133,-26.013809,27.938371,1429.0,143.43,335.42,-2.3955
1134,-26.013545,27.938218,1428.0,33.1,332.49,-1.7305
1135,-26.012918,27.937831,1424.0,79.73,330.98,-2.8722
1136,-26.012521,27.937546,1420.0,52.53,327.17,-4.3541
1137,-26.011766,27.937008,1412.0,99.69,327.36,-4.588
1138,-26.010375,27.935829,1404.0,194.43,322.7,-2.3561
1139,-26.008965,27.934434,1406.0,209.8,318.36,0.5462
1140,-26.006516,27.931701,1428.0,385.68,314.91,3.2647
1141,-26.00592,27.931078,1433.0,90.93,316.79,3.1474
1142,-26.005407,27.930532,1438.0,78.94,316.27,3.6243
1143,-26.00487,27.929969,1443.0,82.04,316.7,3.4875
1144,-26.004425,27.929521,1446.0,66.73,317.86,2.5741
1145,-26.004013,27.929145,1448.0,59.25,320.64,1.9332
1146,-26.003696,27.928879,1450.0,44.15,322.98,2.5938
1147,-26.003329,27.928595,1453.0,49.71,325.18,3.4537
1148,-26.00299,27.928332,1454.0,45.95,325.11,1.2466
1149,-26.002722,27.928151,1456.0,34.86,328.74,3.2835
1150,-26.002255,27.927856,1459.0,59.71,330.41,2.8761
1151,-26.001905,27.927646,1461.0,44.22,331.66,2.5898
1152,-26.001507,27.927426,1464.0,49.42,333.58,3.4741
1153,-26.001087,27.927211,1466.0,51.41,335.29,2.2279
1154,-26.000647,27.927005,1468.0,53.08,337.18,2.1578
1155,-26.000187,27.926809,1468.0,54.77,339.04,0.0
1156,-25.999727,27.926636,1468.0,53.99,341.32,0.0
1157,-25.9993,27.92649,1469.0,49.67,342.92,1.1533
1158,-25.998542,27.926266,1470.0,87.21,345.13,0.657
1159,-25.997744,27.926026,1466.0,91.92,344.87,-2.4918
1160,-25.996829,27.925761,1463.0,105.13,345.41,-1.6345
1161,-25.996344,27.925621,1461.0,55.72,345.46,-2.0559
1162,-25.995225,27.925287,1456.0,128.83,344.98,-2.2226
1163,-25.993542,27.9248,1446.0,193.37,345.42,-2.9604
1164,-25.992952,27.924658,1443.0,67.12,347.79,-2.5591
1165,-25.992293,27.924552,1442.0,74.04,351.77,-0.7738
1166,-25.991927,27.924513,1442.0,40.88,354.53,0.0
1167,-25.991695,27.92449,1441.0,25.9,354.91,-2.2111
1168,-25.991367,27.924471,1440.0,36.52,357.02,-1.5684
1169,-25.991203,27.924467,1438.0,18.24,358.74,-6.2573
1170,-25.990663,27.924482,1436.0,60.06,1.43,-1.9071
1171,-25.990346,27.924493,1435.0,35.27,1.79,-1.6242
1172,-25.989651,27.924553,1434.0,77.51,4.44,-0.7391
1173,-25.986201,27.924931,1421.0,385.48,5.62,-1.9315
1174,-25.985895,27.924965,1420.0,34.19,5.7,-1.6751
1175,-25.985691,27.92499,1420.0,22.82,6.29,0.0
1176,-25.984953,27.925088,1418.0,82.64,6.81,-1.3863
1177,-25.984554,27.925126,1415.0,44.53,4.89,-3.8543
1178,-25.984111,27.925165,1413.0,49.41,4.52,-2.3178
1179,-25.983018,27.925299,1409.0,122.27,6.29,-1.8737
1180,-25.982538,27.925349,1408.0,53.61,5.35,-1.0687
1181,-25.98244,27.925358,1408.0,10.93,4.72,0.0
1182,-25.982147,27.925388,1407.0,32.72,5.26,-1.7507
1183,-25.981623,27.925444,1407.0,58.53,5.49,0.0
1184,-25.981416,27.925468,1406.0,23.14,5.95,-2.4743
1185,-25.980862,27.925503,1406.0,61.7,3.25,0.0
1186,-25.980533,27.925511,1406.0,36.59,1.25,0.0
1187,-25.980222,27.925503,1406.0,34.59,358.68,0.0
1188,-25.979859,27.925474,1407.0,40.47,355.89,1.4156
1189,-25.979337,27.92541,1408.0,58.4,353.71,0.9811
1190,-25.979046,27.925361,1409.0,32.73,351.39,1.7502
1191,-25.978657,27.925267,1410.0,44.26,347.74,1.2942
1192,-25.978488,27.925226,1410.0,19.23,347.7,0.0
1193,-25.978268,27.925165,1410.0,25.21,346.0,0.0
1194,-25.97695,27.924766,1407.0,151.89,344.78,-1.1315
1195,-25.975495,27.924332,1403.0,167.5,344.99,-1.368
1196,-25.974763,27.924111,1401.0,84.34,344.81,-1.3584
1197,-25.973247,27.923633,1397.0,175.21,344.17,-1.3078
1198,-25.970838,27.9228,1388.0,280.51,342.73,-1.8377
1199,-25.969983,27.92246,1385.0,100.96,340.33,-1.702
1200,-25.969509,27.922268,1382.0,56.09,339.99,-3.0614
1201,-25.968878,27.922,1378.0,75.1,339.1,-3.0486
1202,-25.968717,27.921933,1378.0,19.11,339.49,0.0
1203,-25.968584,27.921878,1377.0,15.78,339.61,-3.6265
1204,-25.968369,27.921794,1376.0,25.34,340.65,-2.26
1205,-25.968282,27.921757,1376.0,10.36,339.08,0.0
1206,-25.967523,27.921438,1372.0,90.22,339.3,-2.5386
1207,-25.964598,27.920212,1371.0,347.57,339.35,-0.1648
1208,-25.963502,27.919705,1372.0,131.99,337.42,0.4341
1209,-25.962724,27.919307,1367.0,95.22,335.3,-3.0058
1210,-25.962423,27.919149,1365.0,37.01,334.74,-3.0932
1211,-25.962136,27.918982,1364.0,36.02,332.38,-1.5904
1212,-25.961839,27.918808,1362.0,37.33,332.22,-3.0671
1213,-25.961226,27.918399,1359.0,79.49,329.04,-2.1615
1214,-25.960817,27.918117,1356.0,53.51,328.2,-3.209
1215,-25.959996,27.917504,1352.0,109.95,326.13,-2.0834
1216,-25.959103,27.916809,1355.0,121.19,325.02,1.418
1217,-25.957971,27.915953,1363.0,152.21,325.79,3.0086
1218,-25.957243,27.915393,1367.0,98.42,325.33,2.3272
1219,-25.956546,27.914854,1366.0,94.4,325.19,-0.6069
1220,-25.956197,27.914593,1366.0,46.76,326.08,0.0
1221,-25.955776,27.914298,1366.0,55.33,327.79,0.0
1222,-25.955071,27.913837,1367.0,90.94,329.55,0.63
1223,-25.95474,27.91365,1366.0,41.28,333.07,-1.3876
1224,-25.954315,27.913424,1366.0,52.38,334.45,0.0
1225,-25.953642,27.913133,1366.0,80.29,338.75,0.0
1226,-25.953028,27.912868,1365.0,73.23,338.79,-0.7823
1227,-25.952951,27.912829,1365.0,9.41,335.51,0.0
1228,-25.951977,27.91244,1364.0,115.08,340.25,-0.4979
1229,-25.951149,27.912099,1361.0,98.18,339.68,-1.7502
1230,-25.95028,27.911749,1359.0,102.77,340.09,-1.1149
1231,-25.949359,27.911376,1359.0,108.99,339.99,0.0
1232,-25.948578,27.911065,1358.0,92.24,340.3,-0.6211
1233,-25.947759,27.91072,1359.0,97.38,339.25,0.5883
1234,-25.946635,27.910264,1357.0,133.04,339.96,-0.8613
1235,-25.945273,27.909705,1356.0,161.43,339.74,-0.3549
1236,-25.944444,27.909368,1353.0,98.15,339.92,-1.7508
1237,-25.943973,27.909173,1351.0,55.88,339.58,-2.0496
1238,-25.943229,27.908861,1348.0,88.42,339.34,-1.9433
1239,-25.942919,27.90874,1348.0,36.53,340.66,0.0
1240,-25.941803,27.908307,1344.0,131.43,340.77,-1.7432
1241,-25.93959,27.907502,1333.0,258.9,341.89,-2.4328
1242,-25.937909,27.906881,1323.0,196.96,341.62,-2.9065
1243,-25.93747,27.906705,1319.0,51.89,340.17,-4.408
1244,-25.9369,27.906496,1315.0,66.74,341.75,-3.43
1245,-25.936404,27.906335,1311.0,57.45,343.73,-3.9825
1246,-25.935509,27.90597,1304.0,106.0,339.86,-3.7782
1247,-25.93352,27.905152,1292.0,235.81,339.7,-2.9132
1248,-25.932996,27.904935,1292.0,62.18,339.57,0.0
1249,-25.931185,27.904205,1297.0,214.2,340.07,1.3372
1250,-25.930079,27.903757,1300.0,130.89,339.98,1.313
1251,-25.929706,27.9036,1300.0,44.35,339.27,0.0
1252,-25.929104,27.90332,1299.0,72.56,337.3,-0.7896
1253,-25.928723,27.903071,1302.0,49.14,329.55,3.4935
1254,-25.928286,27.902827,1304.0,54.37,333.34,2.1065
1255,-25.927816,27.902571,1307.0,58.2,333.9,2.951
1256,-25.927203,27.902235,1311.0,75.99,333.76,3.013
1257,-25.926679,27.90197,1315.0,64.01,335.54,3.5758
1258,-25.926476,27.901897,1315.0,23.72,342.08,0.0
1259,-25.924458,27.900713,1323.0,253.72,332.18,1.806
1260,-25.922207,27.899511,1319.0,277.67,334.35,-0.8253
1261,-25.921774,27.89927,1319.0,53.84,333.41,0.0
1262,-25.921037,27.898864,1316.0,91.46,333.64,-1.8787
1263,-25.920506,27.898576,1314.0,65.7,334.0,-1.7438
1264,-25.919916,27.898288,1313.0,71.65,336.3,-0.7996
1265,-25.918982,27.897899,1311.0,110.9,339.46,-1.0331
1266,-25.916715,27.896971,1303.0,268.62,339.79,-1.7059
1267,-25.916641,27.896941,1303.0,8.76,339.97,0.0
1268,-25.915794,27.896589,1299.0,100.55,339.5,-2.2782
1269,-25.915088,27.896307,1296.0,83.42,340.24,-2.0597
1270,-25.914745,27.896161,1294.0,40.84,339.05,-2.8037
1271,-25.911751,27.894939,1295.0,354.64,339.84,0.1616
1272,-25.908652,27.893638,1316.0,368.34,339.31,3.263
1273,-25.905798,27.892485,1314.0,337.65,340.03,-0.3394
1274,-25.904389,27.891881,1304.0,167.92,338.91,-3.4081
1275,-25.902575,27.891123,1296.0,215.49,339.4,-2.1261
1276,-25.900043,27.890106,1310.0,299.36,340.13,2.6776
1277,-25.899019,27.889707,1320.0,120.66,340.68,4.7379
1278,-25.89687,27.888582,1334.0,264.13,334.78,3.0341
1279,-25.895536,27.887877,1350.0,164.24,334.57,5.564
1280,-25.894761,27.887477,1358.0,95.01,335.09,4.8129
1281,-25.893907,27.886911,1365.0,110.56,329.2,3.6229
1282,-25.892698,27.886055,1372.0,159.39,327.5,2.5147
1283,-25.892023,27.885637,1374.0,85.92,330.88,1.3335
1284,-25.89161,27.885361,1375.0,53.58,328.99,1.0691
1285,-25.891311,27.885194,1374.0,37.21,333.32,-1.5395
1286,-25.890925,27.885017,1374.0,46.43,337.58,0.0
1287,-25.890302,27.884749,1374.0,74.28,338.84,0.0
1288,-25.886495,27.883269,1379.0,448.46,340.72,0.6388
1289,-25.884275,27.882419,1376.0,261.09,340.99,-0.6583
1290,-25.883145,27.881997,1375.0,132.55,341.43,-0.4322
1291,-25.879588,27.880608,1358.0,419.22,340.64,-2.3222
1292,-25.879352,27.880522,1358.0,27.62,341.85,0.0
1293,-25.878743,27.88027,1362.0,72.26,339.58,3.1685
1294,-25.878355,27.880125,1364.0,45.52,341.42,2.5159
1295,-25.877901,27.879975,1368.0,52.67,343.44,4.3433
1296,-25.877542,27.879894,1371.0,40.73,348.52,4.2122
1297,-25.876979,27.879827,1374.0,62.96,353.89,2.728
1298,-25.876284,27.879774,1378.0,77.46,356.07,2.956
1299,-25.875664,27.87968,1380.0,69.58,352.23,1.6465
1300,-25.875203,27.879562,1384.0,52.6,347.03,4.3485
1301,-25.87411,27.87928,1388.0,124.77,346.93,1.8362
1302,-25.872751,27.878905,1397.0,155.7,346.06,3.3082
1303,-25.871911,27.878704,1404.0,95.54,347.85,4.1903
1304,-25.871431,27.878653,1407.0,53.62,354.54,3.2025
1305,-25.870854,27.878658,1410.0,64.16,0.45,2.677
1306,-25.870442,27.878674,1413.0,45.84,2.0,3.7444
1307,-25.870167,27.87872,1415.0,30.92,8.56,3.7006
1308,-25.869693,27.878827,1417.0,53.78,11.48,2.1297
1309,-25.869387,27.878915,1418.0,35.15,14.51,1.6298
1310,-25.869107,27.879015,1419.0,32.7,17.82,1.7515
1311,-25.868644,27.879251,1420.0,56.64,24.64,1.0115
1312,-25.866202,27.880554,1423.0,301.21,25.65,0.5706
1313,-25.865077,27.881132,1423.0,137.82,24.81,0.0
1314,-25.864836,27.881264,1423.0,29.88,26.24,0.0
1315,-25.864591,27.881398,1423.0,30.36,26.2,0.0
1316,-25.864031,27.8817,1423.0,69.21,25.89,0.0
1317,-25.862792,27.882351,1417.0,152.39,25.3,-2.2547
1318,-25.862248,27.882626,1415.0,66.45,24.46,-1.7238
1319,-25.861978,27.882764,1414.0,33.05,24.7,-1.7333
1320,-25.861801,27.88284,1413.0,21.1,21.13,-2.7135
1321,-25.861328,27.883016,1411.0,55.47,18.51,-2.0651
1322,-25.860802,27.883183,1408.0,60.83,15.94,-2.8235
1323,-25.860451,27.883263,1406.0,39.84,11.59,-2.8737
1324,-25.859808,27.883369,1402.0,72.28,8.44,-3.1675
1325,-25.859448,27.883395,1399.0,40.11,3.72,-4.2769
1326,-25.859069,27.883444,1396.0,42.43,6.64,-4.0446
1327,-25.858786,27.883473,1395.0,31.6,5.27,-1.8125
1328,-25.85732,27.883605,1387.0,163.55,4.63,-2.8004
1329,-25.855987,27.883731,1382.0,148.76,4.86,-1.9251
1330,-25.855622,27.883741,1380.0,40.6,1.41,-2.8203
1331,-25.854505,27.883845,1373.0,124.64,4.79,-3.2145
1332,-25.854301,27.883859,1372.0,22.73,3.53,-2.5194
1333,-25.853339,27.883987,1366.0,107.73,6.83,-3.1877
1334,-25.852794,27.884036,1363.0,60.8,4.63,-2.8248
1335,-25.852353,27.884081,1362.0,49.24,5.25,-1.1634
1336,-25.85169,27.884122,1360.0,73.84,3.19,-1.5516
